,Model,Weeks ahead,Location,LS,CRPS,CS
269,CEID-Walk,2,IN,-2.9156553807902466,11.094382521971086,0.17224999999999988
270,CEID-Walk,2,KS,-2.44836874362106,11.81219730175054,0.12175000000000001
271,CEID-Walk,2,KY,-2.6005787753884126,7.949997291254109,0.1187499999999999
272,CEID-Walk,2,LA,-3.5029459319539002,15.914537088576562,0.1931000000000001
273,CEID-Walk,2,MA,-3.284642605552493,11.272843205537065,0.11184999999999992
274,CEID-Walk,2,MD,-2.9171638841464675,5.975599080884603,0.1106000000000001
275,CEID-Walk,2,ME,-3.483230662690806,11.459898293709754,0.07934999999999998
276,CEID-Walk,2,MI,-3.222458561272785,33.92109711278014,0.12439999999999991
277,CEID-Walk,2,MN,-3.1028941591621666,6.143492173241869,0.2322999999999999
278,CEID-Walk,2,MO,-3.0952341744087715,20.052605746888773,0.1096499999999999
279,CEID-Walk,2,MS,-4.2999689543076425,8.089379317049787,0.23650000000000013
280,CEID-Walk,2,MT,-3.15533983423663,5.557648860375203,0.10869999999999991
281,CEID-Walk,2,NC,-3.9276388219556972,138.0845148093065,0.23525000000000013
282,CEID-Walk,2,ND,-2.7883719570439878,2.073435431576195,0.05154999999999996
283,CEID-Walk,2,NE,-3.6357321111584944,11.760192473292818,0.09834999999999998
284,CEID-Walk,2,NH,-3.451069253912553,3.3564476561187493,0.14234999999999992
285,CEID-Walk,2,NJ,-3.1131991420259304,7.507093663100259,0.1360499999999999
286,CEID-Walk,2,NM,-3.4963008253759824,31.13223715929284,0.07460000000000003
287,CEID-Walk,2,NV,-3.426428257396526,12.37216649216504,0.09915000000000007
288,CEID-Walk,2,NY,-2.817624331271955,21.200034849904416,0.06440000000000007
289,CEID-Walk,2,OH,-10.0,43.733918769783166,0.4065000000000001
290,CEID-Walk,2,OK,-2.3033968068952486,111.92902415652041,0.27525000000000016
291,CEID-Walk,2,OR,-3.3123309551446094,22.895895986423156,0.1147000000000001
292,CEID-Walk,2,PA,-3.296307066953788,31.598102570732422,0.07534999999999993
293,CEID-Walk,2,RI,-2.939934854924475,1.556532659126726,0.18374999999999994
294,CEID-Walk,2,SC,-3.665861225911263,25.176142624988493,0.08360000000000006
295,CEID-Walk,2,SD,-3.2401062668013676,2.2359979924848066,0.09390000000000001
296,CEID-Walk,2,TN,-3.3567875942503216,26.5703348720932,0.14230000000000012
297,CEID-Walk,2,TX,-2.744348118707636,30.309299946706833,0.2260000000000001
298,CEID-Walk,2,US,-2.6724869062126464,276.98496850667226,0.21474999999999989
299,CEID-Walk,2,UT,-2.6984782812797126,3.4168049539709884,0.1631499999999999
300,CEID-Walk,2,VA,-3.8059386890927547,36.17475190978321,0.17975000000000008
301,CEID-Walk,2,VT,-3.1270265493412106,1.7181999104957275,0.09980000000000008
302,CEID-Walk,2,WA,-3.69573584872863,22.264698735482906,0.08785000000000008
303,CEID-Walk,2,WI,-3.181672012153353,8.131913110495486,0.16859999999999992
304,CEID-Walk,2,WV,-2.930574001209341,6.767751028393063,0.10344999999999992
305,CEID-Walk,2,WY,-3.407265916952837,2.456670434184296,0.11585000000000008
306,CEID-Walk,3,AK,-10.0,71.42857142857143,0.263371435213089
307,CEID-Walk,3,AL,-2.5893499030163936,12.948850692803287,0.09554285880327229
308,CEID-Walk,3,AR,-2.9597303437133635,10.347726586193312,0.09297142806053163
309,CEID-Walk,3,AZ,-3.6799574311463172,13.477403728849847,0.11034285179972653
310,CEID-Walk,3,CA,-2.387568383194167,25.7171853138959,0.06274286431670183
